"","CALENDAR_YEAR","CATEGORY","SUBCATEGORY","N_STATEMENTS","INCIDENT_UNIT","DISTINCT_REGS_SELECTED","N_REG_SELECTIONS","N_UNITS_REPORTED","TOTAL_UNITS","RATE","RATE_X_1000","OBSERVERS","UNITS_PER_OBSERVER","CRUISES","UNITS_PER_CRUISE","ASSIGNMENTS","UNITS_PER_ASSIGNMENT","DAYS","UNITS_PER_DAY","UNITS_PER_1000_DAYS"
"104",2024,"PERMITS/DOCUMENTS/RECORD KEEPING AND REPORTING","GENERAL REPORTING REQUIREMENTS",18,"DAYS",5,19,345,29940,0.0115230460921844,11.5230460921844,288,1.19791666666667,492,0.701219512195122,983,0.350966429298067,29940,0.0115230460921844,11.5230460921844
"105",2024,"PERMITS/DOCUMENTS/RECORD KEEPING AND REPORTING","GENERAL REPORTING REQUIREMENTS",13,"HAUL",5,14,315,36667,0.00859083099244552,8.59083099244552,288,1.09375,492,0.640243902439024,983,0.320447609359105,29940,0.0105210420841683,10.5210420841683
"106",2024,"PERMITS/DOCUMENTS/RECORD KEEPING AND REPORTING","GENERAL REPORTING REQUIREMENTS",4,"OFFL",1,4,106,4103,0.0258347550572752,25.8347550572752,288,0.368055555555556,492,0.215447154471545,983,0.107833163784334,29940,0.00354041416165665,3.54041416165665
"107",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","BSAI SALMON BYCATCH",5,"HAUL",3,5,8,36667,0.000218179834728775,0.218179834728775,288,0.0277777777777778,492,0.016260162601626,983,0.0081383519837233,29940,0.000267201068804275,0.267201068804275
"108",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","BSAI SALMON BYCATCH",2,"OFFL",1,2,2,4103,0.000487448208627833,0.487448208627833,288,0.00694444444444444,492,0.0040650406504065,983,0.00203458799593082,29940,6.68002672010688e-05,0.0668002672010688
"109",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","GOA SALMON BYCATCH",5,"OFFL",2,8,25,4103,0.00609310260784792,6.09310260784792,288,0.0868055555555556,492,0.0508130081300813,983,0.0254323499491353,29940,0.00083500334001336,0.83500334001336
"110",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","GOA SALMON BYCATCH",1,"TRIP",1,1,2,2732,0.000732064421669107,0.732064421669107,288,0.00694444444444444,492,0.0040650406504065,983,0.00203458799593082,29940,6.68002672010688e-05,0.0668002672010688
"111",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","HALIBUT DECK SORTING",15,"HAUL",5,16,39,36667,0.00106362669430278,1.06362669430278,288,0.135416666666667,492,0.0792682926829268,983,0.0396744659206511,29940,0.00130260521042084,1.30260521042084
"112",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","HALIBUT DECK SORTING",4,"TRIP",1,4,14,2732,0.00512445095168375,5.12445095168375,288,0.0486111111111111,492,0.0284552845528455,983,0.0142421159715158,29940,0.000467601870407482,0.467601870407482
"113",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","INTERFERENCE WITH MARINE MAMMAL SPECIMEN COLLECTION",1,"MARM",1,1,1,282,0.00354609929078014,3.54609929078014,288,0.00347222222222222,492,0.00203252032520325,983,0.00101729399796541,29940,3.34001336005344e-05,0.0334001336005344
"114",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","MARINE MAMMAL",5,"MARM",2,5,10,282,0.0354609929078014,35.4609929078014,288,0.0347222222222222,492,0.0203252032520325,983,0.0101729399796541,29940,0.000334001336005344,0.334001336005344
"115",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","PROHIBITED SPECIES MISHANDLING",40,"HAUL",5,46,385,36667,0.0104999045463223,10.4999045463223,288,1.33680555555556,492,0.782520325203252,983,0.391658189216684,29940,0.0128590514362057,12.8590514362057
"116",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","PROHIBITED SPECIES RETENTION",5,"HAUL",1,5,8,36667,0.000218179834728775,0.218179834728775,288,0.0277777777777778,492,0.016260162601626,983,0.0081383519837233,29940,0.000267201068804275,0.267201068804275
"117",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","PROHIBITED SPECIES RETENTION",1,"OFFL",1,1,1,4103,0.000243724104313917,0.243724104313917,288,0.00347222222222222,492,0.00203252032520325,983,0.00101729399796541,29940,3.34001336005344e-05,0.0334001336005344
"118",2024,"PROHIBITED SPECIES/MARINE MAMMALS/SEABIRDS","SEABIRDS",1,"HAUL",1,1,16,36667,0.00043635966945755,0.43635966945755,288,0.0555555555555556,492,0.032520325203252,983,0.0162767039674466,29940,0.00053440213760855,0.53440213760855
"119",2024,"SAFETY-USCG-EQUIPMENT","GENERAL SAFETY EQUIPMENT",5,"DAYS",4,5,17,29940,0.000567802271209085,0.567802271209085,288,0.0590277777777778,492,0.0345528455284553,983,0.017293997965412,29940,0.000567802271209085,0.567802271209085
"120",2024,"SAFETY-USCG-FAIL TO CONDUCT DRILLS AND/OR SAFETY ORIENTATION","FAILURE TO CONDUCT DRILLS",22,"DAYS",2,22,333,29940,0.011122244488978,11.122244488978,288,1.15625,492,0.676829268292683,983,0.338758901322482,29940,0.011122244488978,11.122244488978
"121",2024,"SAFETY-USCG-MARINE CASUALTY","MARINE CASUALTY",143,"DAYS",1,143,275,29940,0.00918503674014696,9.18503674014696,288,0.954861111111111,492,0.558943089430894,983,0.279755849440488,29940,0.00918503674014696,9.18503674014696
"122",2024,"SUSTAINABLE FISHERIES","SHARK FINNING",1,"HAUL",1,1,1,36667,2.72724793410969e-05,0.0272724793410969,288,0.00347222222222222,492,0.00203252032520325,983,0.00101729399796541,29940,3.34001336005344e-05,0.0334001336005344
"123",2024,"SUSTAINABLE FISHERIES","UNLAWFUL DISCARD",2,"DAYS",1,2,2,29940,6.68002672010688e-05,0.0668002672010688,288,0.00694444444444444,492,0.0040650406504065,983,0.00203458799593082,29940,6.68002672010688e-05,0.0668002672010688
"124",2024,"SUSTAINABLE FISHERIES","UNLAWFUL DISCARD",23,"HAUL",4,24,483,36667,0.0131726075217498,13.1726075217498,288,1.67708333333333,492,0.981707317073171,983,0.491353001017294,29940,0.0161322645290581,16.1322645290581
